Query   Time(s)    Peers-Reached     QueryHits     Average-Component-Size     Number-of-Components       Diameter        Number-of-Documents      Peers-Online
0  27.453    1    0    1.0    1.0    0    31    1.0
1  37.453    1    0    1.0    1.0    0    31    1.0
2  47.453    1    0    1.0    1.0    0    31    1.0
3  57.453    1    0    1.0    1.0    0    31    1.0
4  67.453    1    0    1.0    1.0    0    31    1.0
5  77.453    1    0    1.0    1.0    0    31    1.0
6  87.453    1    0    1.0    1.0    0    31    1.0
7  97.453    1    0    1.0    1.0    0    31    1.0
8  107.453    1    1    1.0    2.0    0    35    2.0
9  117.453    1    0    1.0    3.0    0    101    3.0
10  117.512    1    1    1.0    3.0    0    101    3.0
11  126.029    2    0    1.66666666667    2.0    1    101    3.0
12  127.453    1    0    1.66666666667    2.0    1    101    3.0
13  127.512    2    0    1.66666666667    2.0    1    101    3.0
14  136.029    2    0    1.66666666667    2.0    1    101    3.0
15  137.453    1    0    1.66666666667    2.0    1    101    3.0
16  137.512    2    0    1.66666666667    2.0    1    101    3.0
17  146.029    2    0    1.66666666667    2.0    1    101    3.0
18  147.453    1    0    1.66666666667    2.0    1    101    3.0
19  147.512    2    0    1.66666666667    2.0    1    101    3.0
20  156.029    2    0    1.66666666667    2.0    1    101    3.0
21  157.453    1    0    1.66666666667    2.0    1    101    3.0
22  157.512    2    0    1.66666666667    2.0    1    101    3.0
23  166.029    2    1    1.66666666667    2.0    1    101    3.0
24  167.453    1    0    1.66666666667    2.0    1    101    3.0
25  167.512    2    1    1.66666666667    2.0    1    101    3.0
26  176.029    2    1    1.66666666667    2.0    1    101    3.0
27  177.453    1    1    1.66666666667    2.0    1    101    3.0
28  177.512    2    0    1.66666666667    2.0    1    101    3.0
29  186.029    2    21    1.66666666667    2.0    1    101    3.0
30  187.453    1    0    1.66666666667    2.0    1    102    3.0
31  187.512    2    0    1.66666666667    2.0    1    102    3.0
32  196.029    2    0    1.66666666667    2.0    1    102    3.0
33  197.453    1    0    1.66666666667    2.0    1    102    3.0
34  197.512    2    0    1.66666666667    2.0    1    102    3.0
35  206.029    2    0    1.66666666667    2.0    1    102    3.0
36  207.453    1    1    1.66666666667    2.0    1    102    3.0
37  207.512    2    1    1.66666666667    2.0    1    102    3.0
38  216.029    2    0    1.66666666667    2.0    1    102    3.0
39  217.453    1    0    1.66666666667    2.0    1    102    3.0
40  217.512    2    0    1.66666666667    2.0    1    102    3.0
41  226.029    2    1    1.66666666667    2.0    1    103    3.0
42  227.453    1    0    1.66666666667    2.0    1    103    3.0
43  227.512    2    0    1.66666666667    2.0    1    103    3.0
44  236.029    2    21    1.66666666667    2.0    1    103    3.0
45  237.453    1    0    1.66666666667    2.0    1    103    3.0
46  237.512    2    1    1.66666666667    2.0    1    103    3.0
47  246.029    2    21    1.66666666667    2.0    1    103    3.0
48  247.453    1    0    1.66666666667    2.0    1    103    3.0
49  247.512    2    21    1.66666666667    2.0    1    103    3.0
50  256.029    2    22    1.66666666667    2.0    1    104    3.0
51  257.453    1    0    1.66666666667    2.0    1    104    3.0
52  257.512    2    22    1.66666666667    2.0    1    104    3.0
53  266.029    2    21    1.66666666667    2.0    1    104    3.0
54  267.453    1    0    1.66666666667    2.0    1    104    3.0
55  267.512    2    21    1.66666666667    2.0    1    104    3.0
56  276.029    2    22    1.66666666667    2.0    1    104    3.0
57  277.453    1    0    1.66666666667    2.0    1    104    3.0
58  277.512    2    22    1.66666666667    2.0    1    104    3.0
59  286.029    3    32    2.5    2.0    2    138    4.0
60  287.453    1    0    2.5    2.0    2    138    4.0
61  287.512    3    32    2.5    2.0    2    138    4.0
62  287.985    3    0    2.5    2.0    2    138    4.0
63  296.029    3    32    2.5    2.0    2    138    4.0
64  297.453    1    0    2.5    2.0    2    139    4.0
65  297.512    3    34    2.5    2.0    2    139    4.0
66  297.985    3    0    2.2    3.0    2    174    5.0
67  306.029    3    0    2.2    3.0    2    182    5.0
68  307.453    1    0    2.2    3.0    2    182    5.0
69  307.512    3    32    2.2    3.0    2    182    5.0
70  307.985    3    0    2.2    3.0    2    182    5.0
71  307.999    1    0    2.2    3.0    2    182    5.0
72  316.029    3    0    1.85714285714    5.0    2    261    7.0
73  317.453    1    0    1.85714285714    5.0    2    261    7.0
74  317.512    3    33    1.85714285714    5.0    2    261    7.0
75  317.985    3    0    1.85714285714    5.0    2    261    7.0
76  317.999    1    0    1.85714285714    5.0    2    261    7.0
77  320.465    1    0    1.85714285714    5.0    2    261    7.0
78  321.115    1    0    1.85714285714    5.0    2    261    7.0
79  326.029    3    0    1.85714285714    5.0    2    261    7.0
80  327.453    1    0    1.85714285714    5.0    2    261    7.0
81  327.512    3    32    1.85714285714    5.0    2    261    7.0
82  327.985    3    0    1.85714285714    5.0    2    261    7.0
83  327.999    1    0    1.85714285714    5.0    2    261    7.0
84  330.465    1    0    1.85714285714    5.0    2    261    7.0
85  331.115    1    0    1.85714285714    5.0    2    261    7.0
86  336.029    3    0    1.75    6.0    2    297    8.0
87  337.453    1    0    1.75    6.0    2    297    8.0
88  337.512    3    33    1.75    6.0    2    297    8.0
89  337.985    3    0    1.75    6.0    2    297    8.0
90  337.999    1    0    1.75    6.0    2    297    8.0
91  340.465    1    0    1.75    6.0    2    297    8.0
92  341.115    1    0    1.75    6.0    2    297    8.0
93  345.731    1    0    1.66666666667    7.0    2    336    9.0
94  346.029    3    0    1.66666666667    7.0    2    336    9.0
95  347.453    1    0    1.66666666667    7.0    2    336    9.0
96  347.512    3    32    1.66666666667    7.0    2    336    9.0
97  347.985    3    0    1.66666666667    7.0    2    336    9.0
98  347.999    1    0    1.66666666667    7.0    2    336    9.0
99  350.465    1    0    1.66666666667    7.0    2    336    9.0
100  351.115    1    0    1.66666666667    7.0    2    336    9.0
101  355.205    1    0    1.66666666667    7.0    2    336    9.0
102  355.731    1    0    1.66666666667    7.0    2    336    9.0
103  356.029    3    0    1.66666666667    7.0    2    336    9.0
104  357.453    1    0    1.66666666667    7.0    2    336    9.0
105  357.512    3    33    1.66666666667    7.0    2    336    9.0
106  357.985    3    0    1.66666666667    7.0    2    336    9.0
107  357.999    1    0    1.66666666667    7.0    2    336    9.0
108  360.465    1    0    1.66666666667    7.0    2    336    9.0
109  361.115    1    0    1.66666666667    7.0    2    336    9.0
110  365.205    1    0    1.66666666667    7.0    2    336    9.0
111  365.731    1    0    1.66666666667    7.0    2    336    9.0
112  366.029    3    0    1.66666666667    7.0    2    336    9.0
113  367.453    1    0    1.66666666667    7.0    2    336    9.0
114  367.512    3    32    1.66666666667    7.0    2    336    9.0
115  367.985    3    0    1.66666666667    7.0    2    336    9.0
116  367.999    1    0    1.66666666667    7.0    2    336    9.0
117  370.465    1    0    1.66666666667    7.0    2    336    9.0
118  371.115    1    0    1.66666666667    7.0    2    336    9.0
119  375.205    1    0    1.66666666667    7.0    2    336    9.0
120  375.731    1    0    1.66666666667    7.0    2    336    9.0
121  376.029    3    0    1.66666666667    7.0    2    336    9.0
122  377.453    1    0    1.66666666667    7.0    2    336    9.0
123  377.512    3    34    1.66666666667    7.0    2    336    9.0
124  377.985    3    0    1.66666666667    7.0    2    336    9.0
125  377.999    1    0    1.66666666667    7.0    2    336    9.0
126  380.465    1    0    1.66666666667    7.0    2    336    9.0
127  381.115    1    0    1.66666666667    7.0    2    336    9.0
128  385.205    1    0    1.66666666667    7.0    2    336    9.0
129  385.731    1    0    1.66666666667    7.0    2    336    9.0
130  386.029    3    0    1.66666666667    7.0    2    336    9.0
131  387.453    1    0    1.66666666667    7.0    2    336    9.0
132  387.512    3    32    1.66666666667    7.0    2    336    9.0
133  387.985    3    0    1.66666666667    7.0    2    336    9.0
134  387.999    1    0    1.66666666667    7.0    2    336    9.0
135  390.465    1    0    1.66666666667    7.0    2    336    9.0
136  391.115    1    0    1.66666666667    7.0    2    336    9.0
137  395.205    1    0    1.66666666667    7.0    2    336    9.0
138  395.731    1    0    1.66666666667    7.0    2    336    9.0
139  396.029    3    0    1.66666666667    7.0    2    336    9.0
140  397.453    1    0    1.66666666667    7.0    2    336    9.0
141  397.512    3    33    1.66666666667    7.0    2    336    9.0
142  397.985    3    0    1.6    8.0    2    377    10.0
143  397.999    1    1    1.6    8.0    2    377    10.0
144  400.465    1    0    1.6    8.0    2    377    10.0
145  401.115    1    0    1.6    8.0    2    377    10.0
146  405.205    1    0    1.6    8.0    2    377    10.0
147  405.731    1    0    1.6    8.0    2    377    10.0
148  406.029    3    0    1.6    8.0    2    377    10.0
149  407.453    1    0    1.6    8.0    2    377    10.0
150  407.512    3    32    1.6    8.0    2    377    10.0
151  407.598    1    0    1.6    8.0    2    377    10.0
152  407.985    3    0    1.6    8.0    2    377    10.0
153  407.999    1    0    1.6    8.0    2    377    10.0
154  410.465    1    0    1.6    8.0    2    377    10.0
155  411.115    1    0    1.6    8.0    2    377    10.0
156  415.205    1    0    1.6    8.0    2    377    10.0
157  415.731    1    0    1.6    8.0    2    377    10.0
158  416.029    3    0    1.6    8.0    2    377    10.0
159  417.453    1    0    1.6    8.0    2    377    10.0
160  417.512    3    34    1.6    8.0    2    377    10.0
161  417.598    1    0    1.6    8.0    2    377    10.0
162  417.985    3    0    1.6    8.0    2    377    10.0
163  417.999    1    0    1.6    8.0    2    377    10.0
164  420.465    1    0    1.6    8.0    2    377    10.0
165  421.115    1    0    1.6    8.0    2    377    10.0
166  425.205    1    0    1.6    8.0    2    377    10.0
167  425.731    1    0    1.6    8.0    2    377    10.0
168  426.029    3    1    1.6    8.0    2    377    10.0
169  427.453    1    0    1.6    8.0    2    377    10.0
170  427.512    3    32    1.6    8.0    2    377    10.0
171  427.598    1    0    1.6    8.0    2    377    10.0
172  427.985    3    0    1.6    8.0    2    377    10.0
173  427.999    1    0    1.6    8.0    2    377    10.0
174  430.465    1    0    1.6    8.0    2    377    10.0
175  431.115    1    0    1.6    8.0    2    377    10.0
176  435.205    1    1    1.6    8.0    2    377    10.0
177  435.731    1    0    1.6    8.0    2    377    10.0
178  436.029    3    0    1.6    8.0    2    377    10.0
179  437.453    1    1    1.6    8.0    2    378    10.0
180  437.512    3    34    1.6    8.0    2    378    10.0
181  437.598    1    0    1.6    8.0    2    378    10.0
182  437.985    3    0    1.6    8.0    2    378    10.0
183  437.999    1    0    1.6    8.0    2    378    10.0
184  440.465    1    0    1.6    8.0    2    378    10.0
185  441.115    1    0    1.6    8.0    2    378    10.0
186  445.205    1    2    1.6    8.0    2    378    10.0
187  445.731    1    0    1.6    8.0    2    378    10.0
188  446.029    3    0    1.6    8.0    2    378    10.0
189  447.453    1    0    1.6    8.0    2    378    10.0
190  447.512    3    32    1.6    8.0    2    378    10.0
191  447.598    1    0    1.6    8.0    2    378    10.0
192  447.985    3    0    1.6    8.0    2    378    10.0
193  447.999    1    0    1.6    8.0    2    378    10.0
194  450.465    1    0    1.6    8.0    2    378    10.0
195  451.115    1    0    1.6    8.0    2    378    10.0
196  455.205    1    2    1.6    8.0    2    378    10.0
197  455.731    1    0    1.6    8.0    2    378    10.0
198  456.029    3    0    1.6    8.0    2    378    10.0
199  457.453    1    0    1.6    8.0    2    378    10.0
200  457.512    3    34    1.6    8.0    2    378    10.0
201  457.598    1    0    1.6    8.0    2    378    10.0
202  457.985    3    0    1.6    8.0    2    378    10.0
203  457.999    1    0    1.6    8.0    2    378    10.0
204  460.465    1    0    1.6    8.0    2    378    10.0
205  461.115    1    0    1.6    8.0    2    378    10.0
206  465.205    1    2    1.6    8.0    2    378    10.0
207  465.731    1    1    1.6    8.0    2    378    10.0
208  466.029    3    0    1.6    8.0    2    378    10.0
209  467.453    1    0    1.6    8.0    2    378    10.0
210  467.512    3    32    1.6    8.0    2    378    10.0
211  467.598    1    0    1.6    8.0    2    378    10.0
212  467.985    3    0    1.6    8.0    2    378    10.0
213  467.999    1    0    1.6    8.0    2    378    10.0
214  470.465    1    0    1.6    8.0    2    378    10.0
215  471.115    1    0    1.6    8.0    2    378    10.0
216  475.205    1    2    1.6    8.0    2    378    10.0
217  475.731    1    1    1.6    8.0    2    378    10.0
218  476.029    3    0    1.6    8.0    2    378    10.0
219  477.453    1    0    1.6    8.0    2    378    10.0
220  477.512    3    0    1.6    8.0    2    378    10.0
221  477.598    1    0    1.6    8.0    2    378    10.0
222  477.985    3    1    1.6    8.0    2    378    10.0
223  477.999    1    0    1.6    8.0    2    378    10.0
224  480.465    1    0    2.09090909091    8.0    3    412    11.0
225  481.115    1    0    2.09090909091    8.0    3    412    11.0
226  485.205    1    2    2.09090909091    8.0    3    412    11.0
227  485.731    1    1    2.09090909091    8.0    3    412    11.0
228  486.029    4    0    2.09090909091    8.0    3    412    11.0
229  487.453    1    0    2.09090909091    8.0    3    412    11.0
230  487.512    4    0    2.09090909091    8.0    3    412    11.0
231  487.598    1    0    2.09090909091    8.0    3    412    11.0
232  487.985    4    0    2.09090909091    8.0    3    412    11.0
233  487.999    1    0    2.09090909091    8.0    3    413    11.0
234  488.575    4    0    2.09090909091    8.0    3    413    11.0
235  490.465    1    0    2.09090909091    8.0    3    413    11.0
236  491.115    1    0    2.09090909091    8.0    3    413    11.0
237  495.205    1    2    2.09090909091    8.0    3    413    11.0
238  495.731    1    1    2.09090909091    8.0    3    413    11.0
239  496.029    4    0    2.09090909091    8.0    3    413    11.0
240  497.453    1    0    2.09090909091    8.0    3    413    11.0
241  497.512    4    0    2.09090909091    8.0    3    413    11.0
242  497.598    1    0    2.09090909091    8.0    3    413    11.0
243  497.985    4    0    2.09090909091    8.0    3    413    11.0
244  497.999    1    0    2.09090909091    8.0    3    413    11.0
245  498.575    4    0    2.09090909091    8.0    3    413    11.0
246  500.465    1    0    2.09090909091    8.0    3    413    11.0
247  501.115    1    0    2.09090909091    8.0    3    413    11.0
248  505.205    1    2    2.0    9.0    3    451    12.0
249  505.731    1    0    2.0    9.0    3    451    12.0
250  506.029    4    0    2.0    9.0    3    451    12.0
251  507.453    1    0    2.0    9.0    3    451    12.0
252  507.512    4    1    2.0    9.0    3    451    12.0
253  507.598    1    0    2.0    9.0    3    451    12.0
254  507.985    4    0    2.0    9.0    3    451    12.0
255  507.999    1    0    2.0    9.0    3    451    12.0
256  508.575    4    0    2.0    9.0    3    451    12.0
257  510.465    1    0    2.0    9.0    3    451    12.0
258  511.115    1    0    2.0    9.0    3    451    12.0
259  514.676    1    0    2.0    9.0    3    451    12.0
260  515.205    1    2    2.0    9.0    3    451    12.0
261  515.731    1    0    2.0    9.0    3    451    12.0
262  516.029    4    0    2.0    9.0    3    451    12.0
263  517.453    1    0    2.0    9.0    3    451    12.0
264  517.512    4    0    2.0    9.0    3    451    12.0
265  517.598    1    0    2.0    9.0    3    452    12.0
266  517.985    4    1    2.0    9.0    3    452    12.0
267  517.999    1    0    2.0    9.0    3    452    12.0
268  518.575    4    0    2.0    9.0    3    452    12.0
269  520.465    1    0    2.0    9.0    3    452    12.0
270  521.115    1    0    2.0    9.0    3    452    12.0
271  524.676    1    0    2.0    9.0    3    452    12.0
272  525.205    1    2    2.0    9.0    3    452    12.0
273  525.731    1    0    2.0    9.0    3    452    12.0
274  526.029    4    0    2.0    9.0    3    452    12.0
275  527.453    1    0    2.0    9.0    3    452    12.0
276  527.512    4    0    2.0    9.0    3    452    12.0
277  527.598    1    0    2.0    9.0    3    452    12.0
278  527.985    4    0    2.0    9.0    3    452    12.0
279  527.999    1    0    2.0    9.0    3    452    12.0
280  528.575    4    0    2.0    9.0    3    452    12.0
281  530.465    1    0    2.0    9.0    3    452    12.0
282  531.115    1    0    2.0    9.0    3    452    12.0
283  534.676    1    0    2.0    9.0    3    452    12.0
284  535.205    1    2    2.0    9.0    3    452    12.0
285  535.731    1    0    2.0    9.0    3    452    12.0
286  536.029    4    0    2.0    9.0    3    452    12.0
287  537.453    1    0    2.0    9.0    3    452    12.0
288  537.512    4    0    2.0    9.0    3    452    12.0
289  537.598    1    0    2.0    9.0    3    452    12.0
290  537.985    4    0    2.0    9.0    3    452    12.0
291  537.999    1    0    2.0    9.0    3    452    12.0
292  538.575    4    0    2.0    9.0    3    452    12.0
293  540.465    1    0    2.0    9.0    3    452    12.0
294  541.115    1    0    2.0    9.0    3    452    12.0
295  544.676    1    0    2.0    9.0    3    452    12.0
296  545.205    1    2    2.0    9.0    3    452    12.0
297  545.731    1    0    2.0    9.0    3    452    12.0
298  546.029    4    0    2.0    9.0    3    452    12.0
299  547.453    1    0    2.0    9.0    3    452    12.0
300  547.512    4    0    2.0    9.0    3    452    12.0
301  547.598    1    0    2.0    9.0    3    452    12.0
302  547.985    4    0    2.0    9.0    3    452    12.0
303  547.999    1    1    2.0    9.0    3    452    12.0
304  548.575    4    1    2.0    9.0    3    452    12.0
305  550.465    1    0    2.0    9.0    3    452    12.0
306  551.115    1    0    2.0    9.0    3    452    12.0
307  554.676    1    0    2.0    9.0    3    452    12.0
308  555.205    1    2    1.92307692308    10.0    3    483    13.0
309  555.731    1    0    1.92307692308    10.0    3    483    13.0
310  556.029    4    0    1.92307692308    10.0    3    483    13.0
311  557.453    1    0    1.92307692308    10.0    3    483    13.0
312  557.512    4    0    1.92307692308    10.0    3    483    13.0
313  557.598    1    0    1.92307692308    10.0    3    483    13.0
314  557.985    4    0    1.92307692308    10.0    3    483    13.0
315  557.999    1    3    1.92307692308    10.0    3    483    13.0
316  558.575    4    1    1.92307692308    10.0    3    483    13.0
317  560.465    1    0    1.92307692308    10.0    3    484    13.0
318  561.115    1    0    1.92307692308    10.0    3    484    13.0
319  564.676    1    1    1.92307692308    10.0    3    484    13.0
320  564.837    1    0    1.92307692308    10.0    3    484    13.0
321  565.205    1    0    1.92307692308    10.0    3    484    13.0
322  565.731    1    0    1.92307692308    10.0    3    484    13.0
323  566.029    4    0    1.92307692308    10.0    3    484    13.0
324  567.453    1    0    1.92307692308    10.0    3    484    13.0
325  567.512    4    0    1.92307692308    10.0    3    484    13.0
326  567.598    1    0    1.92307692308    10.0    3    484    13.0
327  567.985    4    0    1.92307692308    10.0    3    484    13.0
328  567.999    1    3    1.92307692308    10.0    3    484    13.0
329  568.575    4    0    1.92307692308    10.0    3    484    13.0
330  570.465    1    0    1.92307692308    10.0    3    484    13.0
331  571.115    1    0    1.92307692308    10.0    3    484    13.0
332  574.676    1    1    1.92307692308    10.0    3    484    13.0
333  574.837    1    0    1.92307692308    10.0    3    484    13.0
334  575.205    1    0    1.92307692308    10.0    3    484    13.0
335  575.731    1    0    1.92307692308    10.0    3    484    13.0
336  576.029    4    0    1.92307692308    10.0    3    484    13.0
337  577.453    1    0    1.92307692308    10.0    3    484    13.0
338  577.512    4    0    1.92307692308    10.0    3    484    13.0
339  577.598    1    0    1.92307692308    10.0    3    484    13.0
340  577.985    4    0    1.92307692308    10.0    3    484    13.0
341  577.999    1    3    1.92307692308    10.0    3    484    13.0
342  578.575    4    0    1.92307692308    10.0    3    484    13.0
343  580.465    1    0    1.92307692308    10.0    3    484    13.0
344  581.115    1    0    1.92307692308    10.0    3    484    13.0
345  584.676    1    0    1.92307692308    10.0    3    484    13.0
346  584.837    1    0    1.92307692308    10.0    3    484    13.0
347  585.205    1    0    1.92307692308    10.0    3    484    13.0
348  585.731    1    0    1.92307692308    10.0    3    484    13.0
349  586.029    4    0    1.92307692308    10.0    3    484    13.0
350  587.453    1    0    1.92307692308    10.0    3    484    13.0
351  587.512    4    1    1.92307692308    10.0    3    484    13.0
352  587.598    1    0    1.92307692308    10.0    3    484    13.0
353  587.985    4    0    1.92307692308    10.0    3    484    13.0
354  587.999    1    3    1.92307692308    10.0    3    484    13.0
355  588.575    4    0    1.92307692308    10.0    3    484    13.0
356  590.465    1    0    1.92307692308    10.0    3    484    13.0
357  591.115    1    0    1.92307692308    10.0    3    484    13.0
358  594.676    1    0    1.92307692308    10.0    3    484    13.0
359  594.837    1    0    1.92307692308    10.0    3    484    13.0
360  595.205    1    0    1.92307692308    10.0    3    484    13.0
361  595.731    1    0    1.92307692308    10.0    3    484    13.0
362  596.029    4    0    1.92307692308    10.0    3    484    13.0
363  597.453    1    0    1.92307692308    10.0    3    484    13.0
364  597.512    4    0    1.92307692308    10.0    3    484    13.0
365  597.598    1    0    1.92307692308    10.0    3    484    13.0
366  597.985    4    0    1.92307692308    10.0    3    484    13.0
367  597.999    1    3    1.92307692308    10.0    3    484    13.0
368  598.575    4    0    1.92307692308    10.0    3    484    13.0
369  600.465    1    0    1.92307692308    10.0    3    484    13.0
370  601.115    1    0    1.92307692308    10.0    3    484    13.0
371  604.676    1    0    1.92307692308    10.0    3    484    13.0
372  604.837    1    0    1.92307692308    10.0    3    484    13.0
373  605.205    1    0    1.92307692308    10.0    3    484    13.0
374  605.731    1    0    1.92307692308    10.0    3    484    13.0
375  606.029    4    0    1.92307692308    10.0    3    484    13.0
376  607.453    1    0    1.92307692308    10.0    3    484    13.0
377  607.512    4    0    1.92307692308    10.0    3    484    13.0
378  607.598    1    0    1.92307692308    10.0    3    484    13.0
379  607.985    4    0    1.92307692308    10.0    3    484    13.0
380  607.999    1    3    1.92307692308    10.0    3    484    13.0
381  608.575    4    1    1.92307692308    10.0    3    484    13.0
382  610.465    1    0    1.92307692308    10.0    3    484    13.0
383  611.115    1    0    1.92307692308    10.0    3    484    13.0
384  614.676    1    0    1.92307692308    10.0    3    484    13.0
385  614.837    1    0    1.92307692308    10.0    3    484    13.0
386  615.205    1    0    1.92307692308    10.0    3    484    13.0
387  615.731    1    0    1.92307692308    10.0    3    484    13.0
388  616.029    4    0    1.92307692308    10.0    3    484    13.0
389  617.453    1    0    1.92307692308    10.0    3    484    13.0
390  617.512    4    0    1.92307692308    10.0    3    484    13.0
391  617.598    1    0    1.92307692308    10.0    3    484    13.0
392  617.985    4    0    1.92307692308    10.0    3    484    13.0
393  617.999    1    3    1.92307692308    10.0    3    484    13.0
394  618.575    4    42    1.92307692308    10.0    3    484    13.0
395  620.465    1    0    1.92307692308    10.0    3    484    13.0
396  621.115    1    0    1.92307692308    10.0    3    484    13.0
397  624.676    1    0    1.92307692308    10.0    3    484    13.0
398  624.837    1    0    1.92307692308    10.0    3    484    13.0
399  625.205    1    0    1.92307692308    10.0    3    484    13.0
400  625.731    1    0    1.92307692308    10.0    3    484    13.0
401  626.029    4    0    1.92307692308    10.0    3    484    13.0
402  627.453    1    0    1.92307692308    10.0    3    484    13.0
403  627.512    4    0    1.92307692308    10.0    3    484    13.0
404  627.598    1    1    1.92307692308    10.0    3    484    13.0
405  627.985    4    0    1.92307692308    10.0    3    484    13.0
406  627.999    1    0    1.92307692308    10.0    3    484    13.0
407  628.575    4    40    1.92307692308    10.0    3    484    13.0
408  630.465    1    0    1.92307692308    10.0    3    485    13.0
409  631.115    1    0    1.92307692308    10.0    3    485    13.0
410  634.676    1    0    1.92307692308    10.0    3    485    13.0
411  634.837    1    1    1.92307692308    10.0    3    485    13.0
412  635.205    1    0    1.92307692308    10.0    3    485    13.0
413  635.731    1    0    1.92307692308    10.0    3    485    13.0
414  636.029    4    0    1.92307692308    10.0    3    485    13.0
415  637.453    1    0    1.92307692308    10.0    3    485    13.0
416  637.512    4    0    1.92307692308    10.0    3    485    13.0
417  637.598    1    0    1.92307692308    10.0    3    485    13.0
418  637.985    4    0    1.92307692308    10.0    3    485    13.0
419  637.999    1    0    1.92307692308    10.0    3    485    13.0
420  638.575    4    43    1.92307692308    10.0    3    485    13.0
421  640.465    1    0    1.92307692308    10.0    3    486    13.0
422  641.115    1    0    1.92307692308    10.0    3    486    13.0
423  644.676    1    0    1.92307692308    10.0    3    486    13.0
424  644.837    1    4    1.92307692308    10.0    3    486    13.0
425  645.205    1    0    1.92307692308    10.0    3    486    13.0
426  645.731    1    0    1.92307692308    10.0    3    486    13.0
427  646.029    4    0    1.92307692308    10.0    3    486    13.0
428  647.453    1    0    1.92307692308    10.0    3    486    13.0
429  647.512    4    0    1.92307692308    10.0    3    486    13.0
430  647.598    1    0    1.92307692308    10.0    3    486    13.0
431  647.985    4    0    1.92307692308    10.0    3    486    13.0
432  647.999    1    0    1.92307692308    10.0    3    486    13.0
433  648.575    4    41    1.92307692308    10.0    3    486    13.0
434  650.465    1    0    1.92307692308    10.0    3    486    13.0
435  651.115    1    0    1.92307692308    10.0    3    486    13.0
436  654.676    1    0    1.92307692308    10.0    3    486    13.0
437  654.837    1    0    1.92307692308    10.0    3    486    13.0
438  655.205    1    0    1.92307692308    10.0    3    486    13.0
439  655.731    1    0    1.92307692308    10.0    3    486    13.0
440  656.029    4    1    1.92307692308    10.0    3    486    13.0
441  657.453    1    0    1.92307692308    10.0    3    486    13.0
442  657.512    4    0    1.92307692308    10.0    3    486    13.0
443  657.598    1    0    1.92307692308    10.0    3    486    13.0
444  657.985    4    0    1.92307692308    10.0    3    486    13.0
445  657.999    1    0    1.92307692308    10.0    3    486    13.0
446  658.575    4    43    1.92307692308    10.0    3    486    13.0
447  660.465    1    0    1.92307692308    10.0    3    486    13.0
448  661.115    1    0    1.92307692308    10.0    3    486    13.0
449  664.676    1    0    1.92307692308    10.0    3    486    13.0
450  664.837    1    0    1.92307692308    10.0    3    486    13.0
451  665.205    1    0    1.92307692308    10.0    3    486    13.0
452  665.731    1    0    1.92307692308    10.0    3    486    13.0
453  666.029    4    3    1.92307692308    10.0    3    486    13.0
454  667.453    1    0    1.92307692308    10.0    3    486    13.0
455  667.512    4    1    1.92307692308    10.0    3    486    13.0
456  667.598    1    0    1.92307692308    10.0    3    486    13.0
457  667.985    4    2    1.92307692308    10.0    3    486    13.0
458  667.999    1    0    1.92307692308    10.0    3    486    13.0
459  668.575    4    41    1.92307692308    10.0    3    486    13.0
460  670.465    1    0    1.92307692308    10.0    3    486    13.0
461  671.115    1    1    1.92307692308    10.0    3    486    13.0
462  674.676    1    0    1.92307692308    10.0    3    486    13.0
463  674.837    1    0    1.92307692308    10.0    3    486    13.0
464  675.205    1    0    1.92307692308    10.0    3    486    13.0
465  675.731    1    0    1.92307692308    10.0    3    486    13.0
466  676.029    4    3    1.92307692308    10.0    3    486    13.0
467  677.453    1    0    1.92307692308    10.0    3    487    13.0
468  677.512    4    0    1.92307692308    10.0    3    487    13.0
469  677.598    1    0    1.92307692308    10.0    3    487    13.0
470  677.985    4    0    1.92307692308    10.0    3    487    13.0
471  677.999    1    0    1.92307692308    10.0    3    487    13.0
472  678.575    4    43    1.92307692308    10.0    3    487    13.0
473  680.465    1    0    1.92307692308    10.0    3    487    13.0
474  681.115    1    0    1.92307692308    10.0    3    487    13.0
475  684.676    1    0    1.85714285714    11.0    3    522    14.0
476  684.837    1    0    1.85714285714    11.0    3    522    14.0
477  685.205    1    0    1.85714285714    11.0    3    522    14.0
478  685.731    1    0    2.42857142857    10.0    3    522    14.0
479  686.029    5    0    2.42857142857    10.0    3    522    14.0
480  687.453    1    0    2.42857142857    10.0    3    522    14.0
481  687.512    5    0    2.42857142857    10.0    3    522    14.0
482  687.598    1    0    2.42857142857    10.0    3    522    14.0
483  687.985    5    1    2.42857142857    10.0    3    522    14.0
484  687.999    1    0    2.42857142857    10.0    3    522    14.0
485  688.575    5    47    2.42857142857    10.0    3    522    14.0
486  690.465    1    0    2.42857142857    10.0    3    522    14.0
487  691.115    1    0    2.42857142857    10.0    3    522    14.0
488  694.586    5    0    2.42857142857    10.0    3    522    14.0
489  694.676    1    0    2.42857142857    10.0    3    522    14.0
490  694.837    1    0    2.42857142857    10.0    3    522    14.0
491  695.205    1    0    2.42857142857    10.0    3    522    14.0
492  695.731    1    0    2.42857142857    10.0    3    522    14.0
493  696.029    5    0    2.42857142857    10.0    3    522    14.0
494  697.453    1    0    2.42857142857    10.0    3    522    14.0
495  697.512    5    0    2.42857142857    10.0    3    522    14.0
496  697.598    1    0    2.42857142857    10.0    3    522    14.0
497  697.985    5    50    2.42857142857    10.0    3    522    14.0
