Query   Time(s)    Peers-Reached     QueryHits     Average-Component-Size     Number-of-Components       Diameter        Number-of-Documents      Peers-Online
7767  3214.325    5    1    16.4666666667    8.0    6    1484    30.0
7768  3214.596    19    212    16.4666666667    8.0    6    1483    30.0
7769  3214.676    12    2    16.4666666667    8.0    6    1484    30.0
7770  3214.998    14    0    16.4666666667    8.0    6    1484    30.0
7771  3215.154    1    0    16.4666666667    8.0    6    1484    30.0
7772  3216.029    21    0    16.4666666667    8.0    6    1484    30.0
7773  3216.268    19    42    16.4666666667    8.0    6    1484    30.0
7774  3217.512    15    154    16.4666666667    8.0    6    1483    30.0
7775  3217.765    21    25    16.4666666667    8.0    6    1483    30.0
7776  3218.554    1    0    16.4666666667    8.0    6    1484    30.0
7777  3218.575    7    16    16.4666666667    8.0    6    1484    30.0
7778  3218.908    13    20    16.4666666667    8.0    6    1484    30.0
7779  3219.359    19    201    16.4666666667    8.0    6    1484    30.0
7780  3219.692    1    0    16.4666666667    8.0    6    1484    30.0
7781  3219.9    14    158    16.4666666667    8.0    6    1484    30.0
7782  3219.913    1    3    16.4666666667    8.0    6    1484    30.0
7783  3220.132    19    5    16.4666666667    8.0    6    1483    30.0
7784  3220.465    2    0    16.4666666667    8.0    6    1484    30.0
7785  3220.867    7    0    16.4666666667    8.0    6    1484    30.0
7786  3221.606    13    144    16.4666666667    8.0    6    1483    30.0
7787  3222.066    16    29    16.4666666667    8.0    6    1484    30.0
7788  3222.127    14    153    16.4666666667    8.0    6    1484    30.0
7789  3222.356    19    6    16.4666666667    8.0    6    1484    30.0
7790  3222.65    19    0    16.4666666667    8.0    6    1484    30.0
7791  3223.004    1    0    16.4666666667    8.0    6    1484    30.0
7792  3223.135    1    0    16.4666666667    8.0    6    1484    30.0
7793  3223.865    18    0    16.4666666667    8.0    6    1484    30.0
7794  3223.916    2    0    16.4666666667    8.0    6    1484    30.0
7795  3224.123    18    22    16.4666666667    8.0    6    1484    30.0
7796  3224.3    19    38    16.4666666667    8.0    6    1483    30.0
7797  3224.325    5    5    16.4666666667    8.0    6    1483    30.0
7798  3224.596    19    201    16.4666666667    8.0    6    1484    30.0
7799  3224.676    12    4    16.4666666667    8.0    6    1483    30.0
7800  3224.998    14    0    16.4666666667    8.0    6    1484    30.0
7801  3225.154    1    0    16.4666666667    8.0    6    1484    30.0
7802  3226.029    21    0    16.4666666667    8.0    6    1484    30.0
7803  3226.268    19    47    16.4666666667    8.0    6    1483    30.0
7804  3227.512    15    151    16.4666666667    8.0    6    1484    30.0
7805  3227.765    21    0    16.4666666667    8.0    6    1484    30.0
7806  3228.554    1    0    16.4666666667    8.0    6    1484    30.0
7807  3228.575    7    16    16.4666666667    8.0    6    1484    30.0
7808  3228.908    13    17    16.4666666667    8.0    6    1484    30.0
7809  3229.359    19    203    16.4666666667    8.0    6    1484    30.0
7810  3229.692    1    0    16.4666666667    8.0    6    1484    30.0
7811  3229.9    14    152    16.4666666667    8.0    6    1484    30.0
7812  3229.913    1    3    16.4666666667    8.0    6    1484    30.0
7813  3230.132    19    1    16.4666666667    8.0    6    1484    30.0
7814  3230.465    2    0    16.4666666667    8.0    6    1484    30.0
7815  3230.867    7    1    16.4666666667    8.0    6    1484    30.0
7816  3231.606    13    133    16.4666666667    8.0    6    1484    30.0
7817  3232.066    16    32    16.4666666667    8.0    6    1484    30.0
7818  3232.127    14    157    16.4666666667    8.0    6    1484    30.0
7819  3232.356    19    2    16.4666666667    8.0    6    1484    30.0
7820  3232.65    19    0    16.4666666667    8.0    6    1484    30.0
7821  3233.004    1    0    16.4666666667    8.0    6    1484    30.0
7822  3233.135    1    0    16.4666666667    8.0    6    1484    30.0
7823  3233.865    18    1    16.4666666667    8.0    6    1484    30.0
7824  3233.916    2    0    16.4666666667    8.0    6    1484    30.0
7825  3234.123    18    17    16.4666666667    8.0    6    1484    30.0
7826  3234.3    19    3    16.4666666667    8.0    6    1484    30.0
7827  3234.325    5    9    16.4666666667    8.0    6    1483    30.0
7828  3234.596    19    202    16.4666666667    8.0    6    1483    30.0
7829  3234.676    12    33    16.4666666667    8.0    6    1483    30.0
7830  3234.998    14    1    16.4666666667    8.0    6    1484    30.0
7831  3235.154    1    0    16.4666666667    8.0    6    1484    30.0
7832  3236.029    21    1    16.4666666667    8.0    6    1484    30.0
7833  3236.268    19    43    16.4666666667    8.0    6    1484    30.0
7834  3237.512    15    152    16.4666666667    8.0    6    1484    30.0
7835  3237.765    21    2    16.4666666667    8.0    6    1484    30.0
7836  3238.554    1    0    16.4666666667    8.0    6    1484    30.0
7837  3238.575    7    16    16.4666666667    8.0    6    1484    30.0
7838  3238.908    13    20    16.4666666667    8.0    6    1484    30.0
7839  3239.359    19    200    16.4666666667    8.0    6    1484    30.0
7840  3239.692    1    0    16.4666666667    8.0    6    1484    30.0
7841  3239.9    14    157    16.4666666667    8.0    6    1484    30.0
7842  3239.913    1    3    16.4666666667    8.0    6    1484    30.0
7843  3240.132    19    0    16.4666666667    8.0    6    1483    30.0
7844  3240.465    2    0    16.4666666667    8.0    6    1484    30.0
7845  3240.867    7    4    16.4666666667    8.0    6    1484    30.0
7846  3241.606    13    135    16.4666666667    8.0    6    1484    30.0
7847  3242.066    16    29    16.4666666667    8.0    6    1484    30.0
7848  3242.127    14    152    16.4666666667    8.0    6    1484    30.0
7849  3242.356    19    5    16.4666666667    8.0    6    1484    30.0
7850  3242.65    19    0    16.4666666667    8.0    6    1484    30.0
7851  3243.004    1    0    16.4666666667    8.0    6    1484    30.0
7852  3243.135    1    0    16.4666666667    8.0    6    1484    30.0
7853  3243.865    18    207    16.4666666667    8.0    6    1483    30.0
7854  3243.916    2    0    16.4666666667    8.0    6    1484    30.0
7855  3244.123    19    4    16.4666666667    8.0    6    1484    30.0
7856  3244.3    19    5    16.4666666667    8.0    6    1483    30.0
7857  3244.325    5    10    16.4666666667    8.0    6    1483    30.0
7858  3244.596    19    200    16.4666666667    8.0    6    1484    30.0
7859  3244.676    12    0    16.4666666667    8.0    6    1484    30.0
7860  3244.998    14    18    16.4666666667    8.0    6    1483    30.0
7861  3245.154    1    1    16.4666666667    8.0    6    1484    30.0
7862  3246.029    21    1    16.4666666667    8.0    6    1483    30.0
7863  3246.268    19    47    16.4666666667    8.0    6    1484    30.0
7864  3247.512    15    149    16.4666666667    8.0    6    1484    30.0
7865  3247.765    21    53    16.4666666667    8.0    6    1483    30.0
7866  3248.554    1    0    16.4666666667    8.0    6    1484    30.0
7867  3248.575    7    16    16.4666666667    8.0    6    1484    30.0
7868  3248.908    13    17    16.4666666667    8.0    6    1484    30.0
7869  3249.359    19    1    16.4666666667    8.0    6    1484    30.0
7870  3249.692    1    0    16.4666666667    8.0    6    1484    30.0
7871  3249.9    14    149    16.4666666667    8.0    6    1484    30.0
7872  3249.913    1    3    16.4666666667    8.0    6    1484    30.0
7873  3250.132    19    1    16.4666666667    8.0    6    1484    30.0
7874  3250.465    2    0    16.4666666667    8.0    6    1484    30.0
7875  3250.867    7    12    16.4666666667    8.0    6    1483    30.0
7876  3251.606    13    131    16.4666666667    8.0    6    1484    30.0
7877  3252.066    16    32    16.4666666667    8.0    6    1484    30.0
7878  3252.127    14    154    16.4666666667    8.0    6    1484    30.0
7879  3252.356    19    2    16.4666666667    8.0    6    1484    30.0
7880  3252.65    19    0    16.4666666667    8.0    6    1484    30.0
7881  3253.004    1    0    16.4666666667    8.0    6    1484    30.0
7882  3253.135    1    0    16.4666666667    8.0    6    1484    30.0
7883  3253.865    18    189    16.4666666667    8.0    6    1484    30.0
7884  3253.916    2    0    16.4666666667    8.0    6    1484    30.0
7885  3254.123    19    207    16.4666666667    8.0    6    1484    30.0
7886  3254.3    19    6    16.4666666667    8.0    6    1483    30.0
7887  3254.325    5    10    16.4666666667    8.0    6    1484    30.0
7888  3254.596    19    197    16.4666666667    8.0    6    1484    30.0
7889  3254.676    12    0    16.4666666667    8.0    6    1484    30.0
7890  3254.998    14    16    16.4666666667    8.0    6    1483    30.0
7891  3255.154    1    0    16.4666666667    8.0    6    1484    30.0
7892  3256.029    21    2    16.4666666667    8.0    6    1483    30.0
7893  3256.268    19    44    16.4666666667    8.0    6    1484    30.0
7894  3257.512    15    148    16.4666666667    8.0    6    1484    30.0
7895  3257.765    21    47    16.4666666667    8.0    6    1484    30.0
7896  3258.554    1    0    16.4666666667    8.0    6    1484    30.0
7897  3258.575    7    16    16.4666666667    8.0    6    1484    30.0
7898  3258.908    13    20    16.4666666667    8.0    6    1484    30.0
7899  3259.359    19    17    16.4666666667    8.0    6    1483    30.0
7900  3259.692    1    0    16.4666666667    8.0    6    1484    30.0
7901  3259.9    14    0    16.4666666667    8.0    6    1484    30.0
7902  3259.913    1    3    16.4666666667    8.0    6    1484    30.0
7903  3260.132    19    26    16.4666666667    8.0    6    1483    30.0
7904  3260.465    2    0    16.4666666667    8.0    6    1484    30.0
7905  3260.867    7    13    16.4666666667    8.0    6    1483    30.0
7906  3261.606    13    131    16.4666666667    8.0    6    1484    30.0
7907  3262.066    16    29    16.4666666667    8.0    6    1484    30.0
7908  3262.127    14    146    16.4666666667    8.0    6    1484    30.0
7909  3262.356    18    4    16.4666666667    8.0    6    1484    30.0
7910  3262.65    18    0    15.0666666667    9.0    6    1484    30.0
7911  3263.004    1    0    15.0666666667    9.0    6    1484    30.0
7912  3263.135    1    0    15.0666666667    9.0    6    1484    30.0
7913  3263.865    17    179    15.5517241379    8.0    6    1434    29.0
7914  3263.916    2    0    15.5517241379    8.0    6    1434    29.0
7915  3264.123    18    0    15.5517241379    8.0    6    1434    29.0
7916  3264.3    18    6    15.5517241379    8.0    6    1434    29.0
7917  3264.325    5    10    15.5517241379    8.0    6    1434    29.0
7918  3264.596    18    184    15.5517241379    8.0    6    1434    29.0
7919  3264.676    12    1    15.5517241379    8.0    6    1434    29.0
7920  3264.998    14    18    15.5517241379    8.0    6    1433    29.0
7921  3265.154    1    0    15.5517241379    8.0    6    1434    29.0
7922  3266.029    20    1    15.5517241379    8.0    6    1434    29.0
7923  3266.268    18    48    15.5517241379    8.0    6    1434    29.0
7924  3267.765    20    49    15.5517241379    8.0    6    1433    29.0
7925  3268.554    1    0    15.5517241379    8.0    6    1434    29.0
7926  3268.575    6    14    15.5517241379    8.0    6    1434    29.0
7927  3269.359    17    12    14.1724137931    9.0    6    1433    29.0
7928  3269.692    1    0    14.1724137931    9.0    6    1434    29.0
7929  3269.9    14    0    14.1724137931    9.0    6    1434    29.0
7930  3269.913    1    3    14.6428571429    8.0    6    1384    28.0
7931  3270.132    17    2    14.6428571429    8.0    6    1384    28.0
7932  3270.465    2    0    14.6428571429    8.0    6    1384    28.0
7933  3270.867    6    2    14.6428571429    8.0    6    1384    28.0
7934  3271.606    12    117    14.6428571429    8.0    6    1384    28.0
7935  3272.066    15    29    14.6428571429    8.0    6    1384    28.0
7936  3272.127    14    149    14.6428571429    8.0    6    1384    28.0
7937  3272.356    17    2    14.6428571429    8.0    6    1384    28.0
7938  3272.65    17    0    14.6428571429    8.0    6    1384    28.0
7939  3273.004    1    0    14.6428571429    8.0    6    1384    28.0
7940  3273.135    1    0    14.6428571429    8.0    6    1384    28.0
7941  3273.865    16    163    14.6428571429    8.0    6    1384    28.0
7942  3273.916    2    0    14.6428571429    8.0    6    1384    28.0
7943  3274.123    17    0    14.6428571429    8.0    6    1384    28.0
7944  3274.3    17    5    14.6428571429    8.0    6    1384    28.0
7945  3274.325    5    10    14.6428571429    8.0    6    1384    28.0
7946  3274.596    16    0    14.6428571429    8.0    6    1384    28.0
7947  3274.676    12    0    14.6428571429    8.0    6    1383    28.0
7948  3274.998    14    17    14.6428571429    8.0    6    1384    28.0
7949  3275.154    1    0    14.6428571429    8.0    6    1384    28.0
7950  3276.029    19    33    14.6428571429    8.0    6    1383    28.0
7951  3276.268    17    43    14.6428571429    8.0    6    1384    28.0
7952  3277.765    19    0    14.6428571429    8.0    6    1384    28.0
7953  3278.554    1    0    14.6428571429    8.0    6    1384    28.0
7954  3278.575    6    15    14.6428571429    8.0    6    1384    28.0
7955  3279.359    17    15    14.6428571429    8.0    6    1383    28.0
7956  3279.692    1    0    14.6428571429    8.0    6    1384    28.0
7957  3279.9    14    0    14.6428571429    8.0    6    1384    28.0
7958  3279.913    1    3    14.6428571429    8.0    6    1384    28.0
7959  3280.132    17    23    14.6428571429    8.0    6    1383    28.0
7960  3280.465    2    0    14.6428571429    8.0    6    1384    28.0
7961  3280.867    6    0    14.6428571429    8.0    6    1384    28.0
7962  3281.606    12    0    14.6428571429    8.0    6    1384    28.0
7963  3282.066    15    29    14.6428571429    8.0    6    1384    28.0
7964  3282.127    14    143    14.6428571429    8.0    6    1384    28.0
7965  3282.356    17    4    14.6428571429    8.0    6    1384    28.0
7966  3282.65    17    2    14.6428571429    8.0    6    1384    28.0
7967  3283.004    1    0    14.6428571429    8.0    6    1384    28.0
7968  3283.135    1    0    14.6428571429    8.0    6    1384    28.0
7969  3283.865    16    164    14.6428571429    8.0    6    1384    28.0
7970  3283.916    2    0    14.6428571429    8.0    6    1384    28.0
7971  3284.123    17    0    14.6428571429    8.0    6    1384    28.0
7972  3284.3    17    6    14.6428571429    8.0    6    1384    28.0
7973  3284.325    5    10    14.6428571429    8.0    6    1384    28.0
7974  3284.596    16    2    14.6428571429    8.0    6    1384    28.0
7975  3284.676    12    0    14.6428571429    8.0    6    1384    28.0
7976  3284.998    14    18    14.6428571429    8.0    6    1384    28.0
7977  3285.154    1    0    14.6428571429    8.0    6    1384    28.0
7978  3286.029    19    32    14.6428571429    8.0    6    1384    28.0
7979  3286.268    17    44    14.6428571429    8.0    6    1384    28.0
7980  3287.765    19    0    14.6428571429    8.0    6    1384    28.0
7981  3288.554    1    0    14.6428571429    8.0    6    1384    28.0
7982  3288.575    6    15    14.6428571429    8.0    6    1384    28.0
7983  3289.359    17    13    14.6428571429    8.0    6    1384    28.0
7984  3289.692    1    0    14.6428571429    8.0    6    1384    28.0
7985  3289.9    14    0    14.6428571429    8.0    6    1384    28.0
7986  3289.913    1    0    14.6428571429    8.0    6    1384    28.0
7987  3290.132    17    24    14.6428571429    8.0    6    1383    28.0
7988  3290.465    2    0    14.6428571429    8.0    6    1384    28.0
7989  3290.867    6    0    14.6428571429    8.0    6    1384    28.0
7990  3291.606    12    0    14.6428571429    8.0    6    1384    28.0
7991  3292.066    15    29    14.6428571429    8.0    6    1384    28.0
7992  3292.127    14    148    14.6428571429    8.0    6    1384    28.0
7993  3292.356    17    2    14.6428571429    8.0    6    1384    28.0
7994  3292.65    17    24    14.6428571429    8.0    6    1384    28.0
7995  3293.004    1    0    14.6428571429    8.0    6    1384    28.0
7996  3293.135    1    0    14.6428571429    8.0    6    1384    28.0
7997  3293.865    16    1    14.6428571429    8.0    6    1384    28.0
7998  3293.916    2    0    14.6428571429    8.0    6    1384    28.0
7999  3294.123    16    0    14.6428571429    8.0    6    1384    28.0
8000  3294.3    16    5    14.6428571429    8.0    6    1384    28.0
8001  3294.325    5    10    14.6428571429    8.0    6    1384    28.0
8002  3294.596    16    25    14.6428571429    8.0    6    1383    28.0
8003  3294.676    12    0    14.6428571429    8.0    6    1384    28.0
8004  3294.998    14    17    14.6428571429    8.0    6    1384    28.0
8005  3295.154    1    0    14.6428571429    8.0    6    1384    28.0
8006  3296.029    19    34    14.6428571429    8.0    6    1384    28.0
8007  3296.268    17    43    14.6428571429    8.0    6    1384    28.0
8008  3297.765    19    1    14.6428571429    8.0    6    1384    28.0
8009  3298.554    1    0    14.6428571429    8.0    6    1384    28.0
8010  3298.575    6    15    14.6428571429    8.0    6    1384    28.0
8011  3299.359    17    15    14.6428571429    8.0    6    1384    28.0
8012  3299.692    1    0    14.6428571429    8.0    6    1384    28.0
8013  3299.9    14    0    14.6428571429    8.0    6    1384    28.0
8014  3299.913    1    1    14.6428571429    8.0    6    1384    28.0
8015  3300.132    17    25    14.6428571429    8.0    6    1384    28.0
8016  3300.465    2    0    14.6428571429    8.0    6    1384    28.0
8017  3300.867    6    0    14.6428571429    8.0    6    1384    28.0
8018  3301.606    11    0    9.0    10.0    4    1384    28.0
8019  3302.066    4    7    9.2962962963    9.0    4    1334    27.0
8020  3302.127    13    137    9.2962962963    9.0    4    1334    27.0
8021  3302.356    15    0    9.2962962963    9.0    4    1334    27.0
8022  3302.65    15    27    9.2962962963    9.0    4    1334    27.0
8023  3303.004    1    0    9.2962962963    9.0    4    1334    27.0
8024  3303.135    1    0    9.2962962963    9.0    4    1334    27.0
8025  3303.865    14    1    9.2962962963    9.0    4    1334    27.0
8026  3303.916    2    0    9.2962962963    9.0    4    1334    27.0
8027  3304.123    14    1    9.2962962963    9.0    4    1334    27.0
8028  3304.3    14    6    9.2962962963    9.0    4    1334    27.0
8029  3304.325    4    8    9.2962962963    9.0    4    1334    27.0
8030  3304.596    14    17    9.2962962963    9.0    4    1334    27.0
8031  3304.676    11    0    9.2962962963    9.0    4    1334    27.0
8032  3304.998    13    16    9.2962962963    9.0    4    1334    27.0
8033  3305.154    1    0    9.2962962963    9.0    4    1334    27.0
8034  3306.268    15    36    9.2962962963    9.0    4    1334    27.0
8035  3307.765    15    0    9.2962962963    9.0    4    1333    27.0
8036  3308.554    1    0    9.2962962963    9.0    4    1334    27.0
8037  3308.575    4    0    9.2962962963    9.0    4    1334    27.0
8038  3309.359    15    10    9.2962962963    9.0    4    1334    27.0
8039  3309.692    1    0    9.2962962963    9.0    4    1334    27.0
8040  3309.9    13    0    9.2962962963    9.0    4    1334    27.0
8041  3309.913    1    9    9.2962962963    9.0    4    1334    27.0
8042  3310.132    15    17    9.2962962963    9.0    4    1334    27.0
8043  3310.465    2    0    9.2962962963    9.0    4    1334    27.0
8044  3310.867    4    0    9.2962962963    9.0    4    1334    27.0
8045  3311.606    11    4    9.2962962963    9.0    4    1334    27.0
8046  3312.066    4    0    9.2962962963    9.0    4    1334    27.0
8047  3312.127    13    0    9.2962962963    9.0    4    1334    27.0
8048  3312.356    14    0    9.2962962963    9.0    4    1334    27.0
8049  3312.65    15    0    9.2962962963    9.0    4    1334    27.0
8050  3313.004    1    1    9.2962962963    9.0    4    1334    27.0
8051  3313.135    1    0    9.2962962963    9.0    4    1334    27.0
8052  3313.865    14    5    9.2962962963    9.0    4    1333    27.0
8053  3313.916    2    0    9.2962962963    9.0    4    1334    27.0
8054  3314.123    14    2    9.2962962963    9.0    4    1333    27.0
8055  3314.3    14    5    9.2962962963    9.0    4    1334    27.0
8056  3314.325    4    9    9.2962962963    9.0    4    1334    27.0
8057  3314.596    14    17    9.2962962963    9.0    4    1333    27.0
8058  3314.676    11    0    9.2962962963    9.0    4    1334    27.0
8059  3314.998    13    15    9.2962962963    9.0    4    1334    27.0
8060  3315.154    1    0    9.2962962963    9.0    4    1334    27.0
8061  3316.268    15    35    9.2962962963    9.0    4    1334    27.0
8062  3317.765    15    0    9.2962962963    9.0    4    1334    27.0
8063  3318.554    1    0    9.2962962963    9.0    4    1334    27.0
8064  3318.575    4    1    9.2962962963    9.0    4    1334    27.0
8065  3319.359    15    12    9.2962962963    9.0    4    1334    27.0
8066  3319.692    1    0    9.2962962963    9.0    4    1334    27.0
8067  3319.9    13    0    9.2962962963    9.0    4    1334    27.0
8068  3319.913    1    9    9.2962962963    9.0    4    1334    27.0
8069  3320.132    15    17    9.2962962963    9.0    4    1334    27.0
8070  3320.465    2    0    9.2962962963    9.0    4    1334    27.0
8071  3320.867    4    0    9.2962962963    9.0    4    1334    27.0
8072  3321.606    11    5    9.2962962963    9.0    4    1334    27.0
8073  3322.066    4    0    9.2962962963    9.0    4    1334    27.0
8074  3322.127    13    0    9.2962962963    9.0    4    1334    27.0
8075  3322.356    14    0    9.2962962963    9.0    4    1334    27.0
8076  3322.65    15    0    9.2962962963    9.0    4    1334    27.0
8077  3323.004    1    1    9.2962962963    9.0    4    1334    27.0
8078  3323.135    1    0    9.2962962963    9.0    4    1334    27.0
8079  3323.865    14    2    9.2962962963    9.0    4    1333    27.0
8080  3323.916    2    2    9.2962962963    9.0    4    1334    27.0
8081  3324.123    15    26    9.2962962963    9.0    4    1333    27.0
8082  3324.3    15    5    9.2962962963    9.0    4    1334    27.0
8083  3324.325    4    8    9.2962962963    9.0    4    1334    27.0
8084  3324.596    14    17    9.2962962963    9.0    4    1334    27.0
8085  3324.676    11    0    9.2962962963    9.0    4    1334    27.0
8086  3324.998    13    16    9.2962962963    9.0    4    1334    27.0
8087  3325.154    1    0    9.2962962963    9.0    4    1334    27.0
8088  3326.268    15    0    9.2962962963    9.0    4    1334    27.0
8089  3327.765    15    0    9.2962962963    9.0    4    1334    27.0
8090  3328.554    1    0    9.2962962963    9.0    4    1334    27.0
8091  3328.575    4    0    9.2962962963    9.0    4    1334    27.0
8092  3329.359    15    13    9.2962962963    9.0    4    1334    27.0
8093  3329.692    1    0    9.2962962963    9.0    4    1334    27.0
8094  3329.9    13    2    9.2962962963    9.0    4    1334    27.0
8095  3329.913    1    9    9.2962962963    9.0    4    1334    27.0
8096  3330.132    15    17    9.2962962963    9.0    4    1334    27.0
8097  3330.465    2    0    9.2962962963    9.0    4    1334    27.0
8098  3330.867    4    0    9.2962962963    9.0    4    1334    27.0
8099  3331.606    11    6    9.2962962963    9.0    4    1333    27.0
8100  3332.066    4    0    9.2962962963    9.0    4    1334    27.0
8101  3332.127    13    0    9.2962962963    9.0    4    1334    27.0
8102  3332.356    14    0    9.2962962963    9.0    4    1334    27.0
8103  3332.65    15    1    9.2962962963    9.0    4    1334    27.0
8104  3333.004    1    0    9.2962962963    9.0    4    1334    27.0
8105  3333.135    1    0    9.2962962963    9.0    4    1334    27.0
8106  3333.865    14    6    9.2962962963    9.0    4    1334    27.0
8107  3333.916    2    4    9.2962962963    9.0    4    1334    27.0
8108  3334.123    14    14    9.2962962963    9.0    4    1334    27.0
8109  3334.3    14    4    9.2962962963    9.0    4    1334    27.0
8110  3334.325    4    9    9.2962962963    9.0    4    1334    27.0
8111  3334.596    14    16    9.2962962963    9.0    4    1334    27.0
8112  3334.676    11    0    9.2962962963    9.0    4    1334    27.0
8113  3334.998    13    15    9.2962962963    9.0    4    1334    27.0
8114  3335.154    1    0    9.2962962963    9.0    4    1334    27.0
8115  3336.268    15    0    9.2962962963    9.0    4    1334    27.0
8116  3337.765    15    0    9.2962962963    9.0    4    1334    27.0
8117  3338.554    1    0    9.2962962963    9.0    4    1334    27.0
8118  3338.575    4    0    9.2962962963    9.0    4    1334    27.0
8119  3339.359    15    12    9.2962962963    9.0    4    1334    27.0
8120  3339.692    1    0    9.2962962963    9.0    4    1334    27.0
8121  3339.9    13    20    9.2962962963    9.0    4    1333    27.0
8122  3339.913    1    9    9.2962962963    9.0    4    1334    27.0
8123  3340.132    15    16    9.2962962963    9.0    4    1334    27.0
8124  3340.465    2    1    9.2962962963    9.0    4    1334    27.0
8125  3340.867    4    0    9.2962962963    9.0    4    1334    27.0
8126  3341.606    11    6    9.2962962963    9.0    4    1334    27.0
8127  3342.066    4    0    9.2962962963    9.0    4    1334    27.0
8128  3342.127    13    1    9.2962962963    9.0    4    1334    27.0
8129  3342.356    14    0    9.2962962963    9.0    4    1334    27.0
8130  3342.65    15    10    9.2962962963    9.0    4    1334    27.0
8131  3343.004    1    0    9.2962962963    9.0    4    1335    27.0
8132  3343.135    1    0    9.2962962963    9.0    4    1335    27.0
8133  3343.865    14    0    9.2962962963    9.0    4    1335    27.0
8134  3343.916    2    5    9.2962962963    9.0    4    1334    27.0
8135  3344.123    14    20    9.2962962963    9.0    4    1335    27.0
8136  3344.3    14    6    9.2962962963    9.0    4    1335    27.0
8137  3344.325    4    0    9.2962962963    9.0    4    1335    27.0
8138  3344.596    14    17    9.2962962963    9.0    4    1335    27.0
8139  3344.676    11    2    9.2962962963    9.0    4    1335    27.0
8140  3344.998    13    4    9.2962962963    9.0    4    1335    27.0
8141  3345.154    1    0    9.2962962963    9.0    4    1335    27.0
8142  3346.268    15    0    9.2962962963    9.0    4    1335    27.0
8143  3347.765    15    0    9.2962962963    9.0    4    1335    27.0
8144  3348.554    1    0    9.2962962963    9.0    4    1335    27.0
8145  3348.575    4    0    9.2962962963    9.0    4    1335    27.0
8146  3349.359    15    13    9.2962962963    9.0    4    1335    27.0
8147  3349.692    1    0    9.2962962963    9.0    4    1335    27.0
8148  3349.9    13    14    9.2962962963    9.0    4    1334    27.0
8149  3349.913    1    9    9.2962962963    9.0    4    1335    27.0
8150  3350.132    15    17    9.2962962963    9.0    4    1335    27.0
8151  3350.465    2    2    9.2962962963    9.0    4    1334    27.0
8152  3350.867    4    0    9.2962962963    9.0    4    1335    27.0
8153  3351.606    11    6    9.2962962963    9.0    4    1335    27.0
8154  3352.066    4    0    9.2962962963    9.0    4    1335    27.0
8155  3352.127    13    154    9.2962962963    9.0    4    1334    27.0
8156  3352.356    15    1    9.2962962963    9.0    4    1335    27.0
8157  3352.65    15    12    9.2962962963    9.0    4    1335    27.0
8158  3353.004    1    0    9.2962962963    9.0    4    1335    27.0
8159  3353.135    1    0    9.2962962963    9.0    4    1335    27.0
8160  3353.865    14    0    9.2962962963    9.0    4    1335    27.0
8161  3353.916    2    5    9.2962962963    9.0    4    1335    27.0
8162  3354.123    14    1    9.2962962963    9.0    4    1335    27.0
8163  3354.3    14    4    9.2962962963    9.0    4    1335    27.0
8164  3354.325    4    0    9.2962962963    9.0    4    1335    27.0
8165  3354.596    14    0    9.2962962963    9.0    4    1335    27.0
8166  3354.676    11    2    9.2962962963    9.0    4    1334    27.0
8167  3354.998    13    0    9.2962962963    9.0    4    1335    27.0
8168  3355.154    1    0    9.2962962963    9.0    4    1335    27.0
8169  3356.268    15    0    9.2962962963    9.0    4    1335    27.0
8170  3357.765    15    0    9.2962962963    9.0    4    1335    27.0
8171  3358.554    1    0    9.2962962963    9.0    4    1335    27.0
8172  3358.575    4    1    9.2962962963    9.0    4    1335    27.0
8173  3359.359    15    12    9.2962962963    9.0    4    1335    27.0
8174  3359.692    1    1    9.2962962963    9.0    4    1335    27.0
8175  3359.9    13    19    9.2962962963    9.0    4    1334    27.0
8176  3359.913    1    0    9.2962962963    9.0    4    1335    27.0
8177  3360.132    15    16    9.2962962963    9.0    4    1335    27.0
8178  3360.465    2    1    9.2962962963    9.0    4    1334    27.0
8179  3360.867    4    0    9.2962962963    9.0    4    1335    27.0
8180  3361.606    11    0    9.2962962963    9.0    4    1335    27.0
8181  3362.066    4    1    9.2962962963    9.0    4    1335    27.0
8182  3362.127    13    136    9.2962962963    9.0    4    1335    27.0
8183  3362.356    15    0    9.2962962963    9.0    4    1334    27.0
8184  3362.65    15    21    9.2962962963    9.0    4    1335    27.0
8185  3363.004    1    0    9.2962962963    9.0    4    1335    27.0
8186  3363.135    1    0    9.2962962963    9.0    4    1335    27.0
8187  3363.865    14    0    9.2962962963    9.0    4    1335    27.0
8188  3363.916    2    5    9.2962962963    9.0    4    1335    27.0
8189  3364.123    14    2    9.2962962963    9.0    4    1334    27.0
8190  3364.3    14    6    9.2962962963    9.0    4    1335    27.0
8191  3364.325    4    0    9.2962962963    9.0    4    1335    27.0
8192  3364.596    14    2    9.2962962963    9.0    4    1335    27.0
8193  3364.676    11    5    9.2962962963    9.0    4    1334    27.0
8194  3364.998    13    0    9.2962962963    9.0    4    1335    27.0
8195  3365.154    1    0    9.2962962963    9.0    4    1335    27.0
8196  3366.268    15    2    9.2962962963    9.0    4    1335    27.0
8197  3367.765    15    0    9.2962962963    9.0    4    1335    27.0
8198  3368.554    1    0    9.2962962963    9.0    4    1335    27.0
8199  3368.575    4    0    9.2962962963    9.0    4    1335    27.0
8200  3369.359    15    0    9.2962962963    9.0    4    1335    27.0
8201  3369.692    1    0    9.2962962963    9.0    4    1335    27.0
